id,parent_id,name,url,level,path,root_id,root_name,full_path,path_ids,path_slug,has_children,child_count,source_url,discovered_at,is_active,unvisited,blocked
2147483639,,"Anne, Bebek, Oyuncak",https://www.hepsiburada.com/anne-bebek-oyuncak-c-2147483639,1,"Anne, Bebek, Oyuncak",,,,2147483639,,,,,,,False,False
2147483638,,Elektronik,https://www.hepsiburada.com/ev-elektronik-urunleri-c-2147483638,1,Elektronik,,,,2147483638,,,,,,,False,False
60002028,,"Ev, Yasam, Kirtasiye, Ofis",https://www.hepsiburada.com/ev-dekorasyon-c-60002028,1,"Ev, Yasam, Kirtasiye, Ofis",,,,60002028,,,,,,,False,False
60001501,,"Kitap, Muzik, Film, Hobi",https://www.hepsiburada.com/kitaplar-filmler-muzikler-c-60001501,1,"Kitap, Muzik, Film, Hobi",,,,60001501,,,,,,,False,False
60001547,,"Kozmetik, Kisisel Bakim",https://www.hepsiburada.com/kozmetik-kisisel-bakim-urunleri-c-60001547,1,"Kozmetik, Kisisel Bakim",,,,60001547,,,,,,,False,False
2147483636,,Moda,https://www.hepsiburada.com/giyim-ayakkabi-c-2147483636,1,Moda,,,,2147483636,,,,,,,False,False
60002705,,"Oto, Bahce, Yapi Market",https://www.hepsiburada.com/yapi-market-bahce-oto-c-60002705,1,"Oto, Bahce, Yapi Market",,,,60002705,,,,,,,False,False
60001546,,"Spor, Outdoor",https://www.hepsiburada.com/spor-outdoor-urunleri-c-60001546,1,"Spor, Outdoor",,,,60001546,,,,,,,False,False
2147483619,,"Supermarket, Pet Shop",https://www.hepsiburada.com/supermarket-c-2147483619,1,"Supermarket, Pet Shop",,,,2147483619,,,,,,,False,False
60006532,2147483639,3 tekerlekli bisiklet,https://www.hepsiburada.com/3-tekerlekli-bisiklet-c-60006532,2,"Anne, Bebek, Oyuncak > 3 tekerlekli bisiklet",,,,60006532,,,,,,,False,False
60002062,2147483639,Bebek Aktivite ve Eğlence,https://www.hepsiburada.com/bebek-aktivite-oyun-malzemeleri-c-60002062,2,"Anne, Bebek, Oyuncak > Bebek Aktivite ve Eğlence",,,,60002062,,,,,,,False,False
305668,2147483639,Bebek Arabası,https://www.hepsiburada.com/bebek-arabasi-pusetleri-c-305668,2,"Anne, Bebek, Oyuncak > Bebek Arabası",,,,305668,,,,,,,False,False
60002069,2147483639,Bebek Arabası Aksesuarları,https://www.hepsiburada.com/bebek-arabasi-aksesuarlari-c-60002069,2,"Anne, Bebek, Oyuncak > Bebek Arabası Aksesuarları",,,,60002069,,,,,,,False,False
80383015,2147483639,Bebek Bakım ve Sağlık,https://www.hepsiburada.com/bebek-bakim-ve-saglik-c-80383015,2,"Anne, Bebek, Oyuncak > Bebek Bakım ve Sağlık",,,,80383015,,,,,,,False,False
80383031,2147483639,Bebek Banyo ve Tuvalet,https://www.hepsiburada.com/bebek-banyo-ve-tuvalet-c-80383031,2,"Anne, Bebek, Oyuncak > Bebek Banyo ve Tuvalet",,,,80383031,,,,,,,False,False
60002072,2147483639,Bebek Beslenme,https://www.hepsiburada.com/bebek-beslenme-urunleri-c-60002072,2,"Anne, Bebek, Oyuncak > Bebek Beslenme",,,,60002072,,,,,,,False,False
301128,2147483639,Bebek Güvenlik,https://www.hepsiburada.com/bebek-guvenlik-malzemeleri-c-301128,2,"Anne, Bebek, Oyuncak > Bebek Güvenlik",,,,301128,,,,,,,True,True
305641,2147483639,Bebek Hediyelik,https://www.hepsiburada.com/bebek-hediyelikleri-c-305641,2,"Anne, Bebek, Oyuncak > Bebek Hediyelik",,,,305641,,,,,,,False,False
301127,2147483639,Bebek Odası ve Tekstili,https://www.hepsiburada.com/bebek-cocuk-odalari-c-301127,2,"Anne, Bebek, Oyuncak > Bebek Odası ve Tekstili",,,,301127,,,,,,,False,False
80383003,2147483639,Bebek Taşıma,https://www.hepsiburada.com/bebek-tasima-c-80383003,2,"Anne, Bebek, Oyuncak > Bebek Taşıma",,,,80383003,,,,,,,False,False
23020380,2147483639,Emzirme ve Anne Sağlık,https://www.hepsiburada.com/emzirme-urunleri-c-23020380,2,"Anne, Bebek, Oyuncak > Emzirme ve Anne Sağlık",,,,23020380,,,,,,,False,False
60000710,2147483639,Giyim,https://www.hepsiburada.com/anne-bebek-giyim-urunleri-c-60000710,2,"Anne, Bebek, Oyuncak > Giyim",,,,60000710,,,,,,,False,False
301132,2147483639,Mama Sandalyesi ve Aksesuarı,https://www.hepsiburada.com/mama-sandalyeleri-c-301132,2,"Anne, Bebek, Oyuncak > Mama Sandalyesi ve Aksesuarı",,,,301132,,,,,,,False,False
305661,2147483639,Oto Koltuğu & Aksesuarı,https://www.hepsiburada.com/ana-kucagi-oto-koltuklari-c-305661,2,"Anne, Bebek, Oyuncak > Oto Koltuğu & Aksesuarı",,,,305661,,,,,,,False,False
23017045,2147483639,Oyun Parkı ve Park Yatak,https://www.hepsiburada.com/oyun-parklari-c-23017045,2,"Anne, Bebek, Oyuncak > Oyun Parkı ve Park Yatak",,,,23017045,,,,,,,False,False
23031884,2147483639,Oyuncak,https://www.hepsiburada.com/oyuncaklar-c-23031884,2,"Anne, Bebek, Oyuncak > Oyuncak",,,,23031884,,,,,,,False,False
80383012,2147483639,Puset Oyuncağı,https://www.hepsiburada.com/puset-oyuncagi-c-80383012,2,"Anne, Bebek, Oyuncak > Puset Oyuncağı",,,,80383012,,,,,,,False,False
80138066,2147483639,aktivite masasi,https://www.hepsiburada.com/aktivite-masasi-c-80138066,2,"Anne, Bebek, Oyuncak > aktivite masasi",,,,80138066,,,,,,,False,False
306860,2147483639,akulu pedalli araclar,https://www.hepsiburada.com/akulu-pedalli-araclar-c-306860,2,"Anne, Bebek, Oyuncak > akulu pedalli araclar",,,,306860,,,,,,,False,False
80567048,2147483639,amigurumi,https://www.hepsiburada.com/amigurumi-c-80567048,2,"Anne, Bebek, Oyuncak > amigurumi",,,,80567048,,,,,,,False,False
80483224,2147483639,ates olcerler,https://www.hepsiburada.com/ates-olcerler-c-80483224,2,"Anne, Bebek, Oyuncak > ates olcerler",,,,80483224,,,,,,,False,False
297993,2147483639,bebek aktivite setleri,https://www.hepsiburada.com/bebek-aktivite-setleri-c-297993,2,"Anne, Bebek, Oyuncak > bebek aktivite setleri",,,,297993,,,,,,,False,False
301143,2147483639,bebek bakim cantalari,https://www.hepsiburada.com/bebek-bakim-cantalari-c-301143,2,"Anne, Bebek, Oyuncak > bebek bakim cantalari",,,,301143,,,,,,,False,False
80383033,2147483639,bebek kuveti,https://www.hepsiburada.com/bebek-kuveti-c-80383033,2,"Anne, Bebek, Oyuncak > bebek kuveti",,,,80383033,,,,,,,False,False
23021010,2147483639,bebek pisik kremi yaglari,https://www.hepsiburada.com/bebek-pisik-kremi-yaglari-c-23021010,2,"Anne, Bebek, Oyuncak > bebek pisik kremi yaglari",,,,23021010,,,,,,,False,False
23032031,2147483639,bebek salincaklari,https://www.hepsiburada.com/bebek-salincaklari-c-23032031,2,"Anne, Bebek, Oyuncak > bebek salincaklari",,,,23032031,,,,,,,False,False
60002087,2147483639,bebek telsiz kamera dedektorler,https://www.hepsiburada.com/bebek-telsiz-kamera-dedektorler-c-60002087,2,"Anne, Bebek, Oyuncak > bebek telsiz kamera dedektorler",,,,60002087,,,,,,,False,False
301154,2147483639,bebek telsizi,https://www.hepsiburada.com/bebek-telsizi-c-301154,2,"Anne, Bebek, Oyuncak > bebek telsizi",,,,301154,,,,,,,False,False
297986,2147483639,bebek yapi oyuncaklari,https://www.hepsiburada.com/bebek-yapi-oyuncaklari-c-297986,2,"Anne, Bebek, Oyuncak > bebek yapi oyuncaklari",,,,297986,,,,,,,False,False
23011486,2147483639,bebek yataklari,https://www.hepsiburada.com/bebek-yataklari-c-23011486,2,"Anne, Bebek, Oyuncak > bebek yataklari",,,,23011486,,,,,,,False,False
301133,2147483639,bebek yurutecleri,https://www.hepsiburada.com/bebek-yurutecleri-c-301133,2,"Anne, Bebek, Oyuncak > bebek yurutecleri",,,,301133,,,,,,,False,False
303171,2147483639,buhar makineleri,https://www.hepsiburada.com/buhar-makineleri-c-303171,2,"Anne, Bebek, Oyuncak > buhar makineleri",,,,303171,,,,,,,False,False
80383025,2147483639,burun aspiratoru,https://www.hepsiburada.com/burun-aspiratoru-c-80383025,2,"Anne, Bebek, Oyuncak > burun aspiratoru",,,,80383025,,,,,,,False,False
80383014,2147483639,catlak kremi,https://www.hepsiburada.com/catlak-kremi-c-80383014,2,"Anne, Bebek, Oyuncak > catlak kremi",,,,80383014,,,,,,,False,False
80138060,2147483639,cocuk patenleri,https://www.hepsiburada.com/cocuk-patenleri-c-80138060,2,"Anne, Bebek, Oyuncak > cocuk patenleri",,,,80138060,,,,,,,False,False
60006531,2147483639,cocuk puzzle,https://www.hepsiburada.com/cocuk-puzzle-c-60006531,2,"Anne, Bebek, Oyuncak > cocuk puzzle",,,,60006531,,,,,,,False,False
60006533,2147483639,cocuk scooter,https://www.hepsiburada.com/cocuk-scooter-c-60006533,2,"Anne, Bebek, Oyuncak > cocuk scooter",,,,60006533,,,,,,,False,False
60002385,2147483639,egitici oyuncaklari,https://www.hepsiburada.com/egitici-oyuncaklari-c-60002385,2,"Anne, Bebek, Oyuncak > egitici oyuncaklari",,,,60002385,,,,,,,False,False
60006479,2147483639,et bebekler,https://www.hepsiburada.com/et-bebekler-c-60006479,2,"Anne, Bebek, Oyuncak > et bebekler",,,,60006479,,,,,,,False,False
301138,2147483639,gogus pompalari,https://www.hepsiburada.com/gogus-pompalari-c-301138,2,"Anne, Bebek, Oyuncak > gogus pompalari",,,,301138,,,,,,,False,False
80136013,2147483639,haciyatmaz,https://www.hepsiburada.com/haciyatmaz-c-80136013,2,"Anne, Bebek, Oyuncak > haciyatmaz",,,,80136013,,,,,,,False,False
60002063,2147483639,hoppala kangurular,https://www.hepsiburada.com/hoppala-kangurular-c-60002063,2,"Anne, Bebek, Oyuncak > hoppala kangurular",,,,60002063,,,,,,,False,False
80123021,2147483639,kinetik kum,https://www.hepsiburada.com/kinetik-kum-c-80123021,2,"Anne, Bebek, Oyuncak > kinetik kum",,,,80123021,,,,,,,False,False
80383038,2147483639,klozet adaptoru,https://www.hepsiburada.com/klozet-adaptoru-c-80383038,2,"Anne, Bebek, Oyuncak > klozet adaptoru",,,,80383038,,,,,,,False,False
26012215,2147483639,nebulizatorler,https://www.hepsiburada.com/nebulizatorler-c-26012215,2,"Anne, Bebek, Oyuncak > nebulizatorler",,,,26012215,,,,,,,False,False
295870,2147483639,oyun cadiri evleri,https://www.hepsiburada.com/oyun-cadiri-evleri-c-295870,2,"Anne, Bebek, Oyuncak > oyun cadiri evleri",,,,295870,,,,,,,False,False
60006677,2147483639,oyuncak arabalar,https://www.hepsiburada.com/oyuncak-arabalar-c-60006677,2,"Anne, Bebek, Oyuncak > oyuncak arabalar",,,,60006677,,,,,,,False,False
23020686,2147483639,oyuncak kutulari,https://www.hepsiburada.com/oyuncak-kutulari-c-23020686,2,"Anne, Bebek, Oyuncak > oyuncak kutulari",,,,23020686,,,,,,,False,False
10430,2147483639,pedalli surumeli arabalar,https://www.hepsiburada.com/pedalli-surumeli-arabalar-c-10430,2,"Anne, Bebek, Oyuncak > pedalli surumeli arabalar",,,,10430,,,,,,,False,False
23020733,2147483639,pelus oyuncaklar,https://www.hepsiburada.com/pelus-oyuncaklar-c-23020733,2,"Anne, Bebek, Oyuncak > pelus oyuncaklar",,,,23020733,,,,,,,False,False
80136017,2147483639,slime,https://www.hepsiburada.com/slime-c-80136017,2,"Anne, Bebek, Oyuncak > slime",,,,80136017,,,,,,,False,False
80383004,2147483639,sling,https://www.hepsiburada.com/sling-c-80383004,2,"Anne, Bebek, Oyuncak > sling",,,,80383004,,,,,,,False,False
17071,2147483638,Elektrikli Ev Aletleri,https://www.hepsiburada.com/elektrikli-ev-aletleri-c-17071,2,Elektronik > Elektrikli Ev Aletleri,,,,17071,,,,,,,False,False
60002911,2147483638,Ev Gereçleri,https://www.hepsiburada.com/ev-gerecleri-c-60002911,2,Elektronik > Ev Gereçleri,,,,60002911,,,,,,,False,False
161876,2147483638,Isıtma ve Soğutma,https://www.hepsiburada.com/isitma-sogutma-urunleri-c-161876,2,Elektronik > Isıtma ve Soğutma,,,,161876,,,,,,,False,False
60004557,2147483638,bluetooth hoparlorler,https://www.hepsiburada.com/bluetooth-hoparlorler-c-60004557,2,Elektronik > bluetooth hoparlorler,,,,60004557,,,,,,,False,False
80160034,2147483638,buharli temizleyici,https://www.hepsiburada.com/buharli-temizleyici-c-80160034,2,Elektronik > buharli temizleyici,,,,80160034,,,,,,,False,False
80857514,2147483638,cam silme robotu,https://www.hepsiburada.com/cam-silme-robotu-c-80857514,2,Elektronik > cam silme robotu,,,,80857514,,,,,,,False,False
157192,2147483638,canak antenler,https://www.hepsiburada.com/canak-antenler-c-157192,2,Elektronik > canak antenler,,,,157192,,,,,,,False,False
60002912,2147483638,cop kovalari,https://www.hepsiburada.com/cop-kovalari-c-60002912,2,Elektronik > cop kovalari,,,,60002912,,,,,,,False,False
80160032,2147483638,dikey supurge,https://www.hepsiburada.com/dikey-supurge-c-80160032,2,Elektronik > dikey supurge,,,,80160032,,,,,,,False,False
162152,2147483638,dikis makinalari,https://www.hepsiburada.com/dikis-makinalari-c-162152,2,Elektronik > dikis makinalari,,,,162152,,,,,,,False,False
13003234,2147483638,gece lambalari,https://www.hepsiburada.com/gece-lambalari-c-13003234,2,Elektronik > gece lambalari,,,,13003234,,,,,,,False,False
161837,2147483638,guvenlik kameralari,https://www.hepsiburada.com/guvenlik-kameralari-c-161837,2,Elektronik > guvenlik kameralari,,,,161837,,,,,,,True,True
17793,2147483638,hali yikama makinalari,https://www.hepsiburada.com/hali-yikama-makinalari-c-17793,2,Elektronik > hali yikama makinalari,,,,17793,,,,,,,False,False
80162058,2147483638,hava temizleme cihazi,https://www.hepsiburada.com/hava-temizleme-cihazi-c-80162058,2,Elektronik > hava temizleme cihazi,,,,80162058,,,,,,,False,False
17175,2147483638,hava temizleme nem alma cihazlari,https://www.hepsiburada.com/hava-temizleme-nem-alma-cihazlari-c-17175,2,Elektronik > hava temizleme nem alma cihazlari,,,,17175,,,,,,,False,False
157410,2147483638,kablo soketler,https://www.hepsiburada.com/kablo-soketler-c-157410,2,Elektronik > kablo soketler,,,,157410,,,,,,,False,False
60007380,2147483638,kamera sistemleri,https://www.hepsiburada.com/kamera-sistemleri-c-60007380,2,Elektronik > kamera sistemleri,,,,60007380,,,,,,,True,True
17453,2147483638,klimalar,https://www.hepsiburada.com/klimalar-c-17453,2,Elektronik > klimalar,,,,17453,,,,,,,False,False
17723,2147483638,kombiler,https://www.hepsiburada.com/kombiler-c-17723,2,Elektronik > kombiler,,,,17723,,,,,,,False,False
163192,2147483638,led tv televizyonlar,https://www.hepsiburada.com/led-tv-televizyonlar-c-163192,2,Elektronik > led tv televizyonlar,,,,163192,,,,,,,False,False
157193,2147483638,lnbler,https://www.hepsiburada.com/lnbler-c-157193,2,Elektronik > lnbler,,,,157193,,,,,,,False,False
80162059,2147483638,nem alma cihazi,https://www.hepsiburada.com/nem-alma-cihazi-c-80162059,2,Elektronik > nem alma cihazi,,,,80162059,,,,,,,False,False
60002196,2147483638,pazar arabalari,https://www.hepsiburada.com/pazar-arabalari-c-60002196,2,Elektronik > pazar arabalari,,,,60002196,,,,,,,False,False
80757006,2147483638,playstation 5 konsol,https://www.hepsiburada.com/playstation-5-konsol-c-80757006,2,Elektronik > playstation 5 konsol,,,,80757006,,,,,,,False,False
80160033,2147483638,robot supurge,https://www.hepsiburada.com/robot-supurge-c-80160033,2,Elektronik > robot supurge,,,,80160033,,,,,,,False,False
318242,2147483638,saatler,https://www.hepsiburada.com/saatler-c-318242,2,Elektronik > saatler,,,,318242,,,,,,,False,False
159445,2147483638,sarjli supurgeler,https://www.hepsiburada.com/sarjli-supurgeler-c-159445,2,Elektronik > sarjli supurgeler,,,,159445,,,,,,,False,False
17201,2147483638,ses goruntu sistemleri,https://www.hepsiburada.com/ses-goruntu-sistemleri-c-17201,2,Elektronik > ses goruntu sistemleri,,,,17201,,,,,,,False,False
17434,2147483638,sofbenler,https://www.hepsiburada.com/sofbenler-c-17434,2,Elektronik > sofbenler,,,,17434,,,,,,,False,False
60008218,2147483638,soundbar,https://www.hepsiburada.com/soundbar-c-60008218,2,Elektronik > soundbar,,,,60008218,,,,,,,False,False
155123,2147483638,supurgeler,https://www.hepsiburada.com/supurgeler-c-155123,2,Elektronik > supurgeler,,,,155123,,,,,,,False,False
17769,2147483638,termosifonlar,https://www.hepsiburada.com/termosifonlar-c-17769,2,Elektronik > termosifonlar,,,,17769,,,,,,,False,False
17539,2147483638,tv aski aparatlari,https://www.hepsiburada.com/tv-aski-aparatlari-c-17539,2,Elektronik > tv aski aparatlari,,,,17539,,,,,,,False,False
153271,2147483638,utu masasi aksesuarlari,https://www.hepsiburada.com/utu-masasi-aksesuarlari-c-153271,2,Elektronik > utu masasi aksesuarlari,,,,153271,,,,,,,False,False
155122,2147483638,utuler,https://www.hepsiburada.com/utuler-c-155122,2,Elektronik > utuler,,,,155122,,,,,,,False,False
155057,2147483638,uydu alicilari,https://www.hepsiburada.com/uydu-alicilari-c-155057,2,Elektronik > uydu alicilari,,,,155057,,,,,,,False,False
154297,2147483638,uydu kablolari,https://www.hepsiburada.com/uydu-kablolari-c-154297,2,Elektronik > uydu kablolari,,,,154297,,,,,,,False,False
154296,2147483638,uydu yon bulucular,https://www.hepsiburada.com/uydu-yon-bulucular-c-154296,2,Elektronik > uydu yon bulucular,,,,154296,,,,,,,False,False
157396,2147483638,uzaktan kumandalar,https://www.hepsiburada.com/uzaktan-kumandalar-c-157396,2,Elektronik > uzaktan kumandalar,,,,157396,,,,,,,False,False
17412,2147483638,vantilatorler,https://www.hepsiburada.com/vantilatorler-c-17412,2,Elektronik > vantilatorler,,,,17412,,,,,,,False,False
13003201,60002028,Aydınlatma,https://www.hepsiburada.com/elektrik-aydinlatma-urunleri-c-13003201,2,"Ev, Yasam, Kirtasiye, Ofis > Aydınlatma",,,,13003201,,,,,,,False,False
455418,60002028,Banyo & Mutfak,https://www.hepsiburada.com/banyolar-c-455418,2,"Ev, Yasam, Kirtasiye, Ofis > Banyo & Mutfak",,,,455418,,,,,,,False,False
18021300,60002028,Dekorasyon,https://www.hepsiburada.com/dekorasyon-c-18021300,2,"Ev, Yasam, Kirtasiye, Ofis > Dekorasyon",,,,18021300,,,,,,,False,False
2147483618,60002028,Ev Tekstili,https://www.hepsiburada.com/ev-tekstili-c-2147483618,2,"Ev, Yasam, Kirtasiye, Ofis > Ev Tekstili",,,,2147483618,,,,,,,False,False
18021299,60002028,Mobilya,https://www.hepsiburada.com/mobilyalar-c-18021299,2,"Ev, Yasam, Kirtasiye, Ofis > Mobilya",,,,18021299,,,,,,,False,False
80227101,60002028,Montaj Hizmeti,https://www.hepsiburada.com/montaj-hizmeti-c-80227101,2,"Ev, Yasam, Kirtasiye, Ofis > Montaj Hizmeti",,,,80227101,,,,,,,False,False
13006543,60002028,aplikler,https://www.hepsiburada.com/aplikler-c-13006543,2,"Ev, Yasam, Kirtasiye, Ofis > aplikler",,,,13006543,,,,,,,False,False
13003223,60002028,avizeler,https://www.hepsiburada.com/avizeler-c-13003223,2,"Ev, Yasam, Kirtasiye, Ofis > avizeler",,,,13003223,,,,,,,False,False
18021622,60002028,ayakkabiliklar,https://www.hepsiburada.com/ayakkabiliklar-c-18021622,2,"Ev, Yasam, Kirtasiye, Ofis > ayakkabiliklar",,,,18021622,,,,,,,False,False
60005015,60002028,balonlar,https://www.hepsiburada.com/balonlar-c-60005015,2,"Ev, Yasam, Kirtasiye, Ofis > balonlar",,,,60005015,,,,,,,False,False
18021947,60002028,banyo bataryalari,https://www.hepsiburada.com/banyo-bataryalari-c-18021947,2,"Ev, Yasam, Kirtasiye, Ofis > banyo bataryalari",,,,18021947,,,,,,,False,False
18021983,60002028,banyo lavabo bataryalari,https://www.hepsiburada.com/banyo-lavabo-bataryalari-c-18021983,2,"Ev, Yasam, Kirtasiye, Ofis > banyo lavabo bataryalari",,,,18021983,,,,,,,False,False
457065,60002028,banyo mobilyalari,https://www.hepsiburada.com/banyo-mobilyalari-c-457065,2,"Ev, Yasam, Kirtasiye, Ofis > banyo mobilyalari",,,,457065,,,,,,,False,False
60006510,60002028,boy aynasi,https://www.hepsiburada.com/boy-aynasi-c-60006510,2,"Ev, Yasam, Kirtasiye, Ofis > boy aynasi",,,,60006510,,,,,,,False,False
18043090,60002028,calisma masalari,https://www.hepsiburada.com/calisma-masalari-c-18043090,2,"Ev, Yasam, Kirtasiye, Ofis > calisma masalari",,,,18043090,,,,,,,False,False
18021928,60002028,camasir sepetleri,https://www.hepsiburada.com/camasir-sepetleri-c-18021928,2,"Ev, Yasam, Kirtasiye, Ofis > camasir sepetleri",,,,18021928,,,,,,,False,False
60005008,60002028,cok amacli dolaplar,https://www.hepsiburada.com/cok-amacli-dolaplar-c-60005008,2,"Ev, Yasam, Kirtasiye, Ofis > cok amacli dolaplar",,,,60005008,,,,,,,False,False
18021459,60002028,dekoratif masa saatleri,https://www.hepsiburada.com/dekoratif-masa-saatleri-c-18021459,2,"Ev, Yasam, Kirtasiye, Ofis > dekoratif masa saatleri",,,,18021459,,,,,,,False,False
60005229,60002028,dekoratif saksilar,https://www.hepsiburada.com/dekoratif-saksilar-c-60005229,2,"Ev, Yasam, Kirtasiye, Ofis > dekoratif saksilar",,,,60005229,,,,,,,False,False
18021972,60002028,dus basliklari,https://www.hepsiburada.com/dus-basliklari-c-18021972,2,"Ev, Yasam, Kirtasiye, Ofis > dus basliklari",,,,18021972,,,,,,,False,False
18021971,60002028,dus setleri,https://www.hepsiburada.com/dus-setleri-c-18021971,2,"Ev, Yasam, Kirtasiye, Ofis > dus setleri",,,,18021971,,,,,,,False,False
18021979,60002028,dusakabinler,https://www.hepsiburada.com/dusakabinler-c-18021979,2,"Ev, Yasam, Kirtasiye, Ofis > dusakabinler",,,,18021979,,,,,,,False,False
18042736,60002028,duvar kagitlari,https://www.hepsiburada.com/duvar-kagitlari-c-18042736,2,"Ev, Yasam, Kirtasiye, Ofis > duvar kagitlari",,,,18042736,,,,,,,False,False
60000815,60002028,duvar panelleri,https://www.hepsiburada.com/duvar-panelleri-c-60000815,2,"Ev, Yasam, Kirtasiye, Ofis > duvar panelleri",,,,60000815,,,,,,,False,False
462096,60002028,havlupanlar,https://www.hepsiburada.com/havlupanlar-c-462096,2,"Ev, Yasam, Kirtasiye, Ofis > havlupanlar",,,,462096,,,,,,,False,False
18021981,60002028,jakuziler,https://www.hepsiburada.com/jakuziler-c-18021981,2,"Ev, Yasam, Kirtasiye, Ofis > jakuziler",,,,18021981,,,,,,,False,False
18021342,60002028,kitaplik,https://www.hepsiburada.com/kitaplik-c-18021342,2,"Ev, Yasam, Kirtasiye, Ofis > kitaplik",,,,18021342,,,,,,,False,False
18021958,60002028,klozet kapaklari,https://www.hepsiburada.com/klozet-kapaklari-c-18021958,2,"Ev, Yasam, Kirtasiye, Ofis > klozet kapaklari",,,,18021958,,,,,,,False,False
18021930,60002028,klozetler,https://www.hepsiburada.com/klozetler-c-18021930,2,"Ev, Yasam, Kirtasiye, Ofis > klozetler",,,,18021930,,,,,,,False,False
18021424,60002028,komodinler,https://www.hepsiburada.com/komodinler-c-18021424,2,"Ev, Yasam, Kirtasiye, Ofis > komodinler",,,,18021424,,,,,,,False,False
13003232,60002028,lambaderler,https://www.hepsiburada.com/lambaderler-c-13003232,2,"Ev, Yasam, Kirtasiye, Ofis > lambaderler",,,,13003232,,,,,,,False,False
60004458,60002028,lavabolar,https://www.hepsiburada.com/lavabolar-c-60004458,2,"Ev, Yasam, Kirtasiye, Ofis > lavabolar",,,,60004458,,,,,,,False,False
13006524,60002028,led ampuller,https://www.hepsiburada.com/led-ampuller-c-13006524,2,"Ev, Yasam, Kirtasiye, Ofis > led ampuller",,,,13006524,,,,,,,False,False
80340130,60002028,makyaj masasi,https://www.hepsiburada.com/makyaj-masasi-c-80340130,2,"Ev, Yasam, Kirtasiye, Ofis > makyaj masasi",,,,80340130,,,,,,,False,False
13003235,60002028,masa lambalari,https://www.hepsiburada.com/masa-lambalari-c-13003235,2,"Ev, Yasam, Kirtasiye, Ofis > masa lambalari",,,,13003235,,,,,,,False,False
18021949,60002028,mutfak evye bataryalari,https://www.hepsiburada.com/mutfak-evye-bataryalari-c-18021949,2,"Ev, Yasam, Kirtasiye, Ofis > mutfak evye bataryalari",,,,18021949,,,,,,,False,False
510001,60002028,nevresim takimlari,https://www.hepsiburada.com/nevresim-takimlari-c-510001,2,"Ev, Yasam, Kirtasiye, Ofis > nevresim takimlari",,,,510001,,,,,,,False,False
9010093,60002028,paspaslar,https://www.hepsiburada.com/paspaslar-c-9010093,2,"Ev, Yasam, Kirtasiye, Ofis > paspaslar",,,,9010093,,,,,,,False,False
13006546,60002028,projektorler,https://www.hepsiburada.com/projektorler-c-13006546,2,"Ev, Yasam, Kirtasiye, Ofis > projektorler",,,,13006546,,,,,,,False,False
60002952,60002028,raflar,https://www.hepsiburada.com/raflar-c-60002952,2,"Ev, Yasam, Kirtasiye, Ofis > raflar",,,,60002952,,,,,,,False,False
18021929,60002028,rezervuar ic takimlar,https://www.hepsiburada.com/rezervuar-ic-takimlar-c-18021929,2,"Ev, Yasam, Kirtasiye, Ofis > rezervuar ic takimlar",,,,18021929,,,,,,,False,False
18021426,60002028,sandalyeler,https://www.hepsiburada.com/sandalyeler-c-18021426,2,"Ev, Yasam, Kirtasiye, Ofis > sandalyeler",,,,18021426,,,,,,,False,False
60000525,60002028,serit led,https://www.hepsiburada.com/serit-led-c-60000525,2,"Ev, Yasam, Kirtasiye, Ofis > serit led",,,,60000525,,,,,,,False,False
18021425,60002028,sifonyerler,https://www.hepsiburada.com/sifonyerler-c-18021425,2,"Ev, Yasam, Kirtasiye, Ofis > sifonyerler",,,,18021425,,,,,,,False,False
18021320,60002028,tablolar,https://www.hepsiburada.com/tablolar-c-18021320,2,"Ev, Yasam, Kirtasiye, Ofis > tablolar",,,,18021320,,,,,,,False,False
9011674,60002028,takim banyo paspaslari,https://www.hepsiburada.com/takim-banyo-paspaslari-c-9011674,2,"Ev, Yasam, Kirtasiye, Ofis > takim banyo paspaslari",,,,9011674,,,,,,,False,False
60000666,60002028,tavan vantilatoru,https://www.hepsiburada.com/tavan-vantilatoru-c-60000666,2,"Ev, Yasam, Kirtasiye, Ofis > tavan vantilatoru",,,,60000666,,,,,,,False,False
18021358,60002028,vazolar,https://www.hepsiburada.com/vazolar-c-18021358,2,"Ev, Yasam, Kirtasiye, Ofis > vazolar",,,,18021358,,,,,,,False,False
60001290,60002028,yapay cicekler,https://www.hepsiburada.com/yapay-cicekler-c-60001290,2,"Ev, Yasam, Kirtasiye, Ofis > yapay cicekler",,,,60001290,,,,,,,False,False
510008,60002028,yastiklar,https://www.hepsiburada.com/yastiklar-c-510008,2,"Ev, Yasam, Kirtasiye, Ofis > yastiklar",,,,510008,,,,,,,False,False
511123,60002028,yataklar,https://www.hepsiburada.com/yataklar-c-511123,2,"Ev, Yasam, Kirtasiye, Ofis > yataklar",,,,511123,,,,,,,False,False
80275209,60002028,yolluk,https://www.hepsiburada.com/yolluk-c-80275209,2,"Ev, Yasam, Kirtasiye, Ofis > yolluk",,,,80275209,,,,,,,False,False
18021617,60002028,zigon sehpalar,https://www.hepsiburada.com/zigon-sehpalar-c-18021617,2,"Ev, Yasam, Kirtasiye, Ofis > zigon sehpalar",,,,18021617,,,,,,,False,False
